广州_20240821_C1143	C1143	广州	吉利	17.8	2024/8/21	唐丽	sold
郑州_20240911_C1144	C1144	郑州	大众	18.2	2024/9/11	沈超	sold
北京_20241023_C1145	C1145	北京	大众	15.6	2024/10/23	陈杰	sold
杭州_20240813_C1146	C1146	杭州	宝马	68.1	2024/8/13	郭丽	sold
南京_20240919_C1147	C1147	南京	五菱	3.5	2024/9/19	周敏	sold
重庆_20241003_C1148	C1148	重庆	五菱	8	2024/10/3	杨超	sold
宁波_20241130_C1149	C1149	宁波	比亚迪	26.5	2024/11/30	孙宁	sold
北京_20241124_C1150	C1150	北京	蔚来	47.5	2024/11/24	孙伟	sold
成都_20240913_C1151	C1151	成都	特斯拉	39.6	2024/9/13	孙强	sold
杭州_20241102_C1152	C1152	杭州	五菱	8.8	2024/11/2	郭洋	sold
青岛_20240613_C1153	C1153	青岛	本田	29.9	2024/6/13	赵涛	pending
广州_20240520_C1154	C1154	广州	奥迪	52.6	2024/5/20	唐敏	sold
广州_20240509_C1155	C1155	广州	小鹏	22.6	2024/5/9	张宁	sold
上海_20240126_C1156	C1156	上海	奔驰	84.5	2024/1/26	郑鹏	sold
沈阳_20240418_C1157	C1157	沈阳	五菱	4	2024/4/18	唐超	pending
重庆_20240703_C1158	C1158	重庆	小鹏	26.9	2024/7/3	刘军	sold
重庆_20240707_C1159	C1159	重庆	吉利	18.8	2024/7/7	刘芳	sold
西安_20240214_C1160	C1160	西安	奥迪	53.4	2024/2/14	林颖	sold
深圳_20240221_C1161	C1161	深圳	奔驰	84.9	2024/2/21	郭鹏	sold
成都_20240218_C1162	C1162	成都	比亚迪	10.9	2024/2/18	刘杰	sold
昆明_20241108_C1163	C1163	昆明	奔驰	51.7	2024/11/8	沈敏	sold
昆明_20241009_C1164	C1164	昆明	本田	23.7	2024/10/9	王鹏	sold
沈阳_20240804_C1165	C1165	沈阳	蔚来	52.6	2024/8/4	张涛	pending
宁波_20241109_C1166	C1166	宁波	小鹏	39	2024/11/9	郑鹏	sold
南京_20240928_C1167	C1167	南京	比亚迪	9	2024/9/28	周伟	pending
长沙_20241229_C1168	C1168	长沙	理想	32	2024/12/29	林伟	sold
深圳_20240624_C1169	C1169	深圳	长城	24.6	2024/6/24	沈芳	pending
苏州_20240308_C1170	C1170	苏州	比亚迪	27.5	2024/3/8	吴芳	sold
沈阳_20241203_C1171	C1171	沈阳	奥迪	62.8	2024/12/3	李芳	pending
成都_20240114_C1172	C1172	成都	吉利	18.3	2024/1/14	周强	pending
广州_20240617_C1173	C1173	广州	比亚迪	29.1	2024/6/17	陈杰	sold
广州_20240715_C1174	C1174	广州	丰田	24.1	2024/7/15	陈芳	sold
杭州_20240909_C1175	C1175	杭州	小鹏	38.7	2024/9/9	吴涛	sold
苏州_20240520_C1176	C1176	苏州	奥迪	57.4	2024/5/20	陈芳	sold
沈阳_20240709_C1177	C1177	沈阳	理想	43.6	2024/7/9	刘颖	sold
昆明_20240310_C1178	C1178	昆明	丰田	28.3	2024/3/10	周杰	pending
南京_20241005_C1179	C1179	南京	蔚来	34.9	2024/10/5	刘杰	pending
上海_20240606_C1180	C1180	上海	五菱	7.1	2024/6/6	郭涛	sold
上海_20241229_C1181	C1181	上海	宝马	66.9	2024/12/29	赵超	sold
重庆_20240413_C1182	C1182	重庆	丰田	36.2	2024/4/13	吴军	pending
苏州_20240216_C1183	C1183	苏州	长城	25.1	2024/2/16	陈丽	pending
深圳_20240902_C1184	C1184	深圳	小鹏	38.4	2024/9/2	赵强	sold
武汉_20241230_C1185	C1185	武汉	本田	11.1	2024/12/30	唐强	sold
西安_20240321_C1186	C1186	西安	理想	36.3	2024/3/21	孙丽	sold
西安_20240117_C1187	C1187	西安	奥迪	67.6	2024/1/17	杨杰	sold
昆明_20241002_C1188	C1188	昆明	长安	17.1	2024/10/2	唐丽	sold
深圳_20240812_C1189	C1189	深圳	理想	49.4	2024/8/12	张芳	pending
北京_20240220_C1190	C1190	北京	本田	13.8	2024/2/20	林军	sold
杭州_20241023_C1191	C1191	杭州	长安	16.5	2024/10/23	周敏	sold
杭州_20240126_C1192	C1192	杭州	理想	36	2024/1/26	周强	sold
成都_20240926_C1193	C1193	成都	蔚来	40.2	2024/9/26	林涛	sold
广州_20241112_C1194	C1194	广州	奔驰	78.3	2024/11/12	郑娜	pending
杭州_20241231_C1195	C1195	杭州	小鹏	33.8	2024/12/31	陈超	sold
昆明_20240805_C1196	C1196	昆明	长城	10.3	2024/8/5	吴涛	sold
北京_20241028_C1197	C1197	北京	宝马	68.6	2024/10/28	郭静	pending
重庆_20240520_C1198	C1198	重庆	长安	15	2024/5/20	吴涛	sold
成都_20240111_C1199	C1199	成都	长城	13.6	2024/1/11	周杰	pending
深圳_20240807_C1200	C1200	深圳	奔驰	78.5	2024/8/7	赵丽	sold
杭州_20240412_C1201	C1201	杭州	比亚迪	10.7	2024/4/12	刘强	pending
宁波_20240206_C1202	C1202	宁波	长城	12	2024/2/6	王丽	sold
重庆_20241211_C1203	C1203	重庆	长安	15.6	2024/12/11	王丽	sold
成都_20241107_C1204	C1204	成都	小鹏	22.4	2024/11/7	张芳	sold
郑州_20240502_C1205	C1205	郑州	宝马	62.8	2024/5/2	王娜	sold
南京_20240717_C1206	C1206	南京	奥迪	31.8	2024/7/17	周敏	sold
成都_20240904_C1207	C1207	成都	本田	22.6	2024/9/4	沈颖	sold
杭州_20240719_C1208	C1208	杭州	吉利	15.5	2024/7/19	张超	sold
深圳_20241218_C1209	C1209	深圳	丰田	28.6	2024/12/18	刘洋	sold
武汉_20240413_C1210	C1210	武汉	奥迪	36	2024/4/13	唐超	sold
宁波_20241016_C1211	C1211	宁波	小鹏	40.9	2024/10/16	陈敏	pending
武汉_20240606_C1212	C1212	武汉	比亚迪	14.2	2024/6/6	唐娜	sold
深圳_20240920_C1213	C1213	深圳	吉利	19.5	2024/9/20	郑敏	sold
南京_20240613_C1214	C1214	南京	大众	12.8	2024/6/13	郭芳	sold
深圳_20240422_C1215	C1215	深圳	蔚来	33.5	2024/4/22	吴颖	sold
上海_20241211_C1216	C1216	上海	小鹏	33	2024/12/11	刘超	sold
青岛_20240807_C1217	C1217	青岛	奔驰	69	2024/8/7	孙强	sold
昆明_20240924_C1218	C1218	昆明	大众	15.6	2024/9/24	王强	pending
南京_20241019_C1219	C1219	南京	小鹏	38.5	2024/10/19	郑强	sold
武汉_20240813_C1220	C1220	武汉	奔驰	92.2	2024/8/13	沈强	pending
郑州_20240721_C1221	C1221	郑州	大众	24.8	2024/7/21	郑静	sold
北京_20240720_C1222	C1222	北京	小鹏	39.5	2024/7/20	赵军	sold
宁波_20240226_C1223	C1223	宁波	宝马	68.1	2024/2/26	赵宁	sold
杭州_20240914_C1224	C1224	杭州	五菱	3.1	2024/9/14	陈超	sold
杭州_20240509_C1225	C1225	杭州	小鹏	24.4	2024/5/9	唐杰	sold
深圳_20240315_C1226	C1226	深圳	小鹏	41.4	2024/3/15	张超	pending
长沙_20240702_C1227	C1227	长沙	五菱	4.6	2024/7/2	陈鹏	pending
宁波_20241011_C1228	C1228	宁波	长城	23.3	2024/10/11	沈洋	pending
苏州_20240413_C1229	C1229	苏州	理想	46.4	2024/4/13	郭静	sold
成都_20240829_C1230	C1230	成都	长安	15.5	2024/8/29	孙强	sold
苏州_20241004_C1231	C1231	苏州	长安	14	2024/10/4	郑娜	sold
成都_20240717_C1232	C1232	成都	丰田	17.5	2024/7/17	赵敏	sold
青岛_20241215_C1233	C1233	青岛	大众	11.8	2024/12/15	杨军	sold
苏州_20241114_C1234	C1234	苏州	小鹏	39.5	2024/11/14	刘宁	sold
南京_20240819_C1235	C1235	南京	奔驰	99.9	2024/8/19	陈宁	sold
广州_20240626_C1236	C1236	广州	宝马	45.8	2024/6/26	林颖	sold
长沙_20241123_C1237	C1237	长沙	特斯拉	29.9	2024/11/23	吴涛	sold
上海_20240509_C1238	C1238	上海	比亚迪	12.2	2024/5/9	赵军	sold
南京_20241114_C1239	C1239	南京	理想	47.2	2024/11/14	周军	sold
郑州_20240614_C1240	C1240	郑州	蔚来	35.2	2024/6/14	杨宁	sold
天津_20241122_C1241	C1241	天津	宝马	50.4	2024/11/22	李杰	sold
昆明_20240305_C1242	C1242	昆明	奔驰	72.7	2024/3/5	林宁	pending
沈阳_20240102_C1243	C1243	沈阳	小鹏	27.1	2024/1/2	赵丽	sold
深圳_20240429_C1244	C1244	深圳	长安	15.5	2024/4/29	郭强	sold
苏州_20240831_C1245	C1245	苏州	宝马	82.1	2024/8/31	王娜	pending
北京_20240823_C1246	C1246	北京	五菱	9.6	2024/8/23	孙军	sold
广州_20241216_C1247	C1247	广州	奥迪	59.8	2024/12/16	林涛	sold
昆明_20240802_C1248	C1248	昆明	小鹏	33.8	2024/8/2	郑杰	pending
武汉_20241126_C1249	C1249	武汉	奔驰	56.6	2024/11/26	林洋	pending
长沙_20241002_C1250	C1250	长沙	特斯拉	43.2	2024/10/2	张超	sold
深圳_20240122_C1251	C1251	深圳	理想	52.6	2024/1/22	郑超	pending
苏州_20240101_C1252	C1252	苏州	奥迪	68.3	2024/1/1	唐洋	sold
重庆_20240418_C1253	C1253	重庆	宝马	93.4	2024/4/18	刘丽	pending
北京_20240114_C1254	C1254	北京	奔驰	65.1	2024/1/14	李颖	sold
郑州_20240123_C1255	C1255	郑州	五菱	5	2024/1/23	周敏	pending
天津_20240210_C1256	C1256	天津	长城	19.1	2024/2/10	陈娜	sold
天津_20240901_C1257	C1257	天津	宝马	57.1	2024/9/1	赵颖	pending
昆明_20240907_C1258	C1258	昆明	理想	36.3	2024/9/7	陈洋	sold
上海_20240612_C1259	C1259	上海	特斯拉	39.8	2024/6/12	郭杰	sold
广州_20240513_C1260	C1260	广州	吉利	14	2024/5/13	沈宁	pending
北京_20241013_C1261	C1261	北京	宝马	55.8	2024/10/13	李超	pending
武汉_20240828_C1262	C1262	武汉	蔚来	39.2	2024/8/28	唐静	sold
广州_20241016_C1263	C1263	广州	蔚来	37	2024/10/16	刘杰	sold
武汉_20241222_C1264	C1264	武汉	奥迪	61.3	2024/12/22	王涛	sold
沈阳_20240725_C1265	C1265	沈阳	特斯拉	33.1	2024/7/25	孙丽	sold
郑州_20240330_C1266	C1266	郑州	小鹏	28	2024/3/30	唐伟	sold
郑州_20241001_C1267	C1267	郑州	大众	22.5	2024/10/1	孙军	sold
宁波_20240907_C1268	C1268	宁波	比亚迪	20.4	2024/9/7	王超	sold
宁波_20240925_C1269	C1269	宁波	宝马	35.4	2024/9/25	林敏	pending
昆明_20240716_C1270	C1270	昆明	奔驰	74.2	2024/7/16	陈涛	sold
宁波_20241024_C1271	C1271	宁波	五菱	10.8	2024/10/24	刘伟	sold
宁波_20241026_C1272	C1272	宁波	五菱	7.9	2024/10/26	沈颖	sold
深圳_20240722_C1273	C1273	深圳	丰田	34.5	2024/7/22	王洋	pending
北京_20241019_C1274	C1274	北京	丰田	32.9	2024/10/19	林军	sold
郑州_20240809_C1275	C1275	郑州	小鹏	37.2	2024/8/9	赵军	sold
天津_20240712_C1276	C1276	天津	蔚来	32.9	2024/7/12	王宁	sold
昆明_20240911_C1277	C1277	昆明	大众	26.3	2024/9/11	王颖	pending
武汉_20241221_C1278	C1278	武汉	蔚来	48.4	2024/12/21	沈超	sold
天津_20240922_C1279	C1279	天津	比亚迪	6.1	2024/9/22	周敏	pending
成都_20240808_C1280	C1280	成都	五菱	8.3	2024/8/8	唐洋	sold
北京_20241130_C1281	C1281	北京	本田	13.1	2024/11/30	林宁	sold
广州_20241110_C1282	C1282	广州	奔驰	61.8	2024/11/10	赵颖	pending
宁波_20240920_C1283	C1283	宁波	奔驰	33.9	2024/9/20	郭涛	sold
苏州_20240503_C1284	C1284	苏州	比亚迪	17.2	2024/5/3	杨超	sold
上海_20240905_C1285	C1285	上海	理想	29.5	2024/9/5	林杰	sold
昆明_20240313_C1286	C1286	昆明	奔驰	73.4	2024/3/13	赵敏	sold
昆明_20241112_C1287	C1287	昆明	五菱	11.2	2024/11/12	郑伟	pending
郑州_20240421_C1288	C1288	郑州	奥迪	67.3	2024/4/21	刘军	sold
成都_20240712_C1289	C1289	成都	宝马	74.5	2024/7/12	郑娜	sold
天津_20241019_C1290	C1290	天津	宝马	76.3	2024/10/19	唐杰	pending
成都_20241215_C1291	C1291	成都	长安	7.2	2024/12/15	郭宁	sold
长沙_20240702_C1292	C1292	长沙	本田	19	2024/7/2	孙颖	sold
宁波_20240706_C1293	C1293	宁波	吉利	17	2024/7/6	张静	sold
南京_20240515_C1294	C1294	南京	宝马	33.8	2024/5/15	刘芳	sold
深圳_20241014_C1295	C1295	深圳	奔驰	92.6	2024/10/14	张宁	sold
杭州_20240413_C1296	C1296	杭州	奔驰	34.8	2024/4/13	周静	sold
昆明_20241027_C1297	C1297	昆明	长安	16.2	2024/10/27	王颖	sold
北京_20241220_C1298	C1298	北京	小鹏	30.6	2024/12/20	郑伟	sold
青岛_20240809_C1299	C1299	青岛	丰田	33.4	2024/8/9	郑洋	sold
北京_20241009_C1300	C1300	北京	特斯拉	44.5	2024/10/9	郑芳	pending
沈阳_20240710_C1301	C1301	沈阳	奥迪	67.2	2024/7/10	郭超	pending
青岛_20241016_C1302	C1302	青岛	长城	11.4	2024/10/16	赵伟	sold
南京_20240229_C1303	C1303	南京	本田	12.4	2024/2/29	周杰	sold
长沙_20241202_C1304	C1304	长沙	吉利	10.4	2024/12/2	周芳	sold
宁波_20240503_C1305	C1305	宁波	本田	15.2	2024/5/3	沈洋	sold
武汉_20241228_C1306	C1306	武汉	吉利	11.8	2024/12/28	赵鹏	sold
西安_20240918_C1307	C1307	西安	奥迪	30.2	2024/9/18	唐芳	sold
深圳_20240422_C1308	C1308	深圳	特斯拉	34.8	2024/4/22	杨军	pending
北京_20241216_C1309	C1309	北京	长安	17.1	2024/12/16	孙超	sold
苏州_20241215_C1310	C1310	苏州	大众	18.8	2024/12/15	沈强	sold
南京_20240920_C1311	C1311	南京	长安	8.9	2024/9/20	周娜	pending
昆明_20240818_C1312	C1312	昆明	吉利	10.6	2024/8/18	张鹏	sold
北京_20240914_C1313	C1313	北京	奔驰	88.2	2024/9/14	沈洋	pending
沈阳_20240416_C1314	C1314	沈阳	吉利	17.4	2024/4/16	刘娜	sold
杭州_20240209_C1315	C1315	杭州	宝马	38.3	2024/2/9	赵娜	sold
郑州_20241117_C1316	C1316	郑州	奔驰	84.1	2024/11/17	孙洋	sold
广州_20240405_C1317	C1317	广州	理想	33.6	2024/4/5	李宁	sold
武汉_20240831_C1318	C1318	武汉	本田	26.4	2024/8/31	陈杰	sold
苏州_20240717_C1319	C1319	苏州	奔驰	94	2024/7/17	杨颖	sold
杭州_20240116_C1320	C1320	杭州	本田	12.9	2024/1/16	林敏	sold
深圳_20241020_C1321	C1321	深圳	奥迪	36.7	2024/10/20	赵军	sold
成都_20241206_C1322	C1322	成都	丰田	19.1	2024/12/6	李洋	sold
昆明_20241212_C1323	C1323	昆明	长安	17.6	2024/12/12	吴宁	sold
杭州_20240903_C1324	C1324	杭州	丰田	24.6	2024/9/3	王敏	pending
杭州_20240816_C1325	C1325	杭州	五菱	6.9	2024/8/16	周涛	sold
重庆_20240504_C1326	C1326	重庆	长安	14.4	2024/5/4	杨杰	sold
苏州_20240727_C1327	C1327	苏州	奔驰	76.9	2024/7/27	王伟	pending
宁波_20241106_C1328	C1328	宁波	丰田	23	2024/11/6	张静	sold
长沙_20240112_C1329	C1329	长沙	丰田	15.6	2024/1/12	吴强	sold
重庆_20241027_C1330	C1330	重庆	长城	20.2	2024/10/27	陈洋	pending
杭州_20240715_C1331	C1331	杭州	本田	21.6	2024/7/15	刘宁	pending
沈阳_20240311_C1332	C1332	沈阳	五菱	11	2024/3/11	林杰	sold
长沙_20241004_C1333	C1333	长沙	大众	16	2024/10/4	杨伟	sold
郑州_20241202_C1334	C1334	郑州	理想	29.8	2024/12/2	张丽	sold
